Base Price,Price Tax Included,Name,Supplier,Image URL,Url
31.05,1,WordPress. 50 genialnych wtyczek. Kurs video,Leszek Pomianowski,https://static01.helion.com.pl/global/okladki/145x218/v50gww.png,"https://helion.pl/ksiazki/wordpress-50-genialnych-wtyczek-kurs-video-leszek-pomianowski,v50gww.htm#format/w"
35.60,1,AutoCAD 2020. Kurs video. Poznaj świat 3d,Piotr Polinceusz,https://static01.helion.com.pl/global/okladki/145x218/vac20m.png,"https://helion.pl/ksiazki/autocad-2020-kurs-video-poznaj-swiat-3d-piotr-polinceusz,vac20m.htm#format/w"
35.55,1,Pokonaj stres. Kurs video. Jak zadbać o odporność psychiczną w obecnej i każdej trudnej sytuacji,Andrzej Niemczyk,https://static01.helion.com.pl/global/okladki/145x218/vrastr.png,"https://helion.pl/ksiazki/pokonaj-stres-kurs-video-jak-zadbac-o-odpornosc-psychiczna-w-obecnej-i-kazdej-trudnej-sytuacji-andrzej-niemczyk,vrastr.htm#format/w"
23.60,1,JavaFX. Kurs video. Wzorce oraz typy generyczne,Łukasz Bownik,https://static01.helion.com.pl/global/okladki/145x218/vjavfx.png,"https://helion.pl/ksiazki/javafx-kurs-video-wzorce-oraz-typy-generyczne-lukasz-bownik,vjavfx.htm#format/w"
134.55,1,"ARCHICAD. Kurs video. Obsługa bibliotek i zarządzanie zasobami, tworzenie własnych obiektów",Rafał Ślęk,https://static01.helion.com.pl/global/okladki/145x218/varcho.png,"https://helion.pl/ksiazki/archicad-kurs-video-obsluga-bibliotek-i-zarzadzanie-zasobami-tworzenie-wlasnych-obiektow-rafal-slek,varcho.htm#format/w"
997.00,1,E-biznes do Kwadratu,Maciej Dutko,https://static01.helion.com.pl/global/okladki/145x218/s_004r.png,"https://helion.pl/ksiazki/e-biznes-do-kwadratu-maciej-dutko,s_004r.htm#format/w"
304.00,1,Bezpieczeństwo sieci Cisco. Przygotowanie do egzaminu CCNA Security 210-260. Kurs video,Adam Józefiok,https://static01.helion.com.pl/global/okladki/145x218/vcisse.png,"https://helion.pl/ksiazki/bezpieczenstwo-sieci-cisco-przygotowanie-do-egzaminu-ccna-security-210-260-kurs-video-adam-jozefiok,vcisse.htm#format/w"
27.60,1,Google AdWords. Kurs video. Skuteczne kampanie reklamowe,Michał Zawer,https://static01.helion.com.pl/global/okladki/145x218/vgoadw.png,"https://helion.pl/ksiazki/google-adwords-kurs-video-skuteczne-kampanie-reklamowe-michal-zawer,vgoadw.htm#format/w"
31.05,1,"Uniwersalna Platforma Windows. Kurs video. Poziom pierwszy. Programowanie aplikacji dla urządzeń desktopowych, mobilnych i holograficznych",Dawid Borycki,https://static01.helion.com.pl/global/okladki/145x218/vw10pa.png,"https://helion.pl/ksiazki/uniwersalna-platforma-windows-kurs-video-poziom-pierwszy-programowanie-aplikacji-dla-urzadzen-desk-dawid-borycki,vw10pa.htm#format/w"
13.96,1,Zagraj z nami w Minecraft. Kurs video. Pierwsze kroki,Bartosz Danowski,https://static01.helion.com.pl/global/okladki/145x218/vzamin.png,"https://helion.pl/ksiazki/zagraj-z-nami-w-minecraft-kurs-video-pierwsze-kroki-bartosz-danowski-jakub-danowski,vzamin.htm#format/w"
22.05,1,Windows 10. Kurs video. Krok po kroku,Bartosz Danowski,https://static01.helion.com.pl/global/okladki/145x218/vwin10.png,"https://helion.pl/ksiazki/windows-10-kurs-video-krok-po-kroku-bartosz-danowski,vwin10.htm#format/w"
26.55,1,Baltie. Kurs video. Poziom pierwszy. Elementarz programowania w języku wizualnym,Agnieszka Borkowska,https://static01.helion.com.pl/global/okladki/145x218/vbalti.png,"https://helion.pl/ksiazki/baltie-kurs-video-poziom-pierwszy-elementarz-programowania-w-jezyku-wizualnym-agnieszka-borkowska,vbalti.htm#format/w"
35.55,1,Wystąpienia publiczne w biznesie. Kurs video,Agata Rzędowska,https://static01.helion.com.pl/global/okladki/145x218/vwypub.png,"https://helion.pl/ksiazki/wystapienia-publiczne-w-biznesie-kurs-video-agata-rzedowska-jerzy-rzedowski,vwypub.htm#format/w"
47.60,1,AngularJS. Kurs video. Poziom pierwszy. Tworzenie aplikacji,Dariusz Kalbarczyk,https://static01.helion.com.pl/global/okladki/145x218/vangjs.png,"https://helion.pl/ksiazki/angularjs-kurs-video-poziom-pierwszy-tworzenie-aplikacji-dariusz-kalbarczyk,vangjs.htm#format/w"
31.60,1,Responsive i Bootstrap. Kurs video. Poziom pierwszy. Błyskawiczne tworzenie responsywnych serwisów WWW,Szymon Pendolski,https://static01.helion.com.pl/global/okladki/145x218/vrespb.png,"https://helion.pl/ksiazki/responsive-i-bootstrap-kurs-video-poziom-pierwszy-blyskawiczne-tworzenie-responsywnych-serwisow-ww-szymon-pendolski,vrespb.htm#format/w"
31.60,1,"3ds Max 2015. Kurs video. Poziom pierwszy. Modelowanie 3D, oświetlenie i renderowanie",Konrad Ożóg,https://static01.helion.com.pl/global/okladki/145x218/3dmaxz.png,"https://helion.pl/ksiazki/3ds-max-2015-kurs-video-poziom-pierwszy-modelowanie-3d-oswietlenie-i-renderowanie-konrad-ozog,3dmaxz.htm#format/w"
26.55,1,Adobe Photoshop CC 2014. Kurs video. Poziom pierwszy. Najlepsze techniki obróbki obrazów,Aleksandra Tomaszewska,https://static01.helion.com.pl/global/okladki/145x218/photop.png,"https://helion.pl/ksiazki/adobe-photoshop-cc-2014-kurs-video-poziom-pierwszy-najlepsze-techniki-obrobki-obrazow-aleksandra-tomaszewska,photop.htm#format/w"
19.60,1,Podstawy programowania. Kurs video. Projektowanie i modelowanie obiektowe,Iwona Kubowicz,https://static01.helion.com.pl/global/okladki/145x218/vpopro.png,"https://helion.pl/ksiazki/podstawy-programowania-kurs-video-projektowanie-i-modelowanie-obiektowe-iwona-kubowicz,vpopro.htm#format/w"
121.14,1,Konwolucyjne sieci neuronowe. Kurs video. Tensorflow i Keras w rozpoznawaniu obrazów,Kacper Łukawski,https://static01.helion.com.pl/global/okladki/145x218/vmales.png,"https://helion.pl/ksiazki/konwolucyjne-sieci-neuronowe-kurs-video-tensorflow-i-keras-w-rozpoznawaniu-obrazow-kacper-lukawski,vmales.htm#format/w"
39.60,1,AutoCAD 2020. Kurs video. Projektowanie parametryczne,Piotr Polinceusz,https://static01.helion.com.pl/global/okladki/145x218/vac20z.png,"https://helion.pl/ksiazki/autocad-2020-kurs-video-projektowanie-parametryczne-piotr-polinceusz,vac20z.htm#format/w"
39.60,1,Skuteczny szef. Kurs video. Jak wspierać podwładnych i utrzymać ich efektywność w trudnych sytuacjach,Andrzej Niemczyk,https://static01.helion.com.pl/global/okladki/145x218/vwsppo.png,"https://helion.pl/ksiazki/skuteczny-szef-kurs-video-jak-wspierac-podwladnych-i-utrzymac-ich-efektywnosc-w-trudnych-sytuacjac-andrzej-niemczyk,vwsppo.htm#format/w"
0.00,1,Mind mapping z komputerem. Kurs video. Uporządkuj swoje myśli,Paweł Wimmer,https://static01.helion.com.pl/global/okladki/145x218/vtwmap.png,"https://helion.pl/ksiazki/mind-mapping-z-komputerem-kurs-video-uporzadkuj-swoje-mysli-pawel-wimmer,vtwmap.htm#format/w"
35.60,1,LESS. Kurs video. Poziom pierwszy. Jak usprawnić pracę z CSS,Jarosław Baca,https://static01.helion.com.pl/global/okladki/145x218/vlessk.png,"https://helion.pl/ksiazki/less-kurs-video-poziom-pierwszy-jak-usprawnic-prace-z-css-jaroslaw-baca,vlessk.htm#format/w"
51.60,1,Angular 5. Kurs video. Poziom pierwszy. Programowanie webowe w oparciu o architekturę komponentową,Miłosz Piechocki,https://static01.helion.com.pl/global/okladki/145x218/vangu4.png,"https://helion.pl/ksiazki/angular-5-kurs-video-poziom-pierwszy-programowanie-webowe-w-oparciu-o-architekture-komponentowa-milosz-piechocki,vangu4.htm#format/w"
39.00,1,Zawód marzeń. Zostań programistą branży IT,Sebastian Dąbrowski,https://static01.helion.com.pl/global/okladki/145x218/s_0052.png,"https://helion.pl/ksiazki/zawod-marzen-zostan-programista-branzy-it-sebastian-dabrowski,s_0052.htm#format/w"
119.60,1,Instalacja i konfiguracja baz danych. Kurs video. Przygotowanie do  egzaminu 70-765 Provisioning SQL Databases,Marcin Szeliga,https://static01.helion.com.pl/global/okladki/145x218/vinkbd.png,"https://helion.pl/ksiazki/instalacja-i-konfiguracja-baz-danych-kurs-video-przygotowanie-do-egzaminu-70-765-provisioning-sql-marcin-szeliga,vinkbd.htm#format/w"
31.60,1,Sztuka kierowania zespołem handlowym. Coaching handlowców. Kurs video,Andrzej Niemczyk,https://static01.helion.com.pl/global/okladki/145x218/vszkiz.png,"https://helion.pl/ksiazki/sztuka-kierowania-zespolem-handlowym-coaching-handlowcow-kurs-video-andrzej-niemczyk-jerzy-pasnik,vszkiz.htm#format/w"
31.60,1,"3ds Max 2015. Kurs video. Poziom drugi. Modelowanie zaawansowane, ustawienia renderingu, materiały i tekstury",Konrad Ożóg,https://static01.helion.com.pl/global/okladki/145x218/3dsm2v.png,"https://helion.pl/ksiazki/3ds-max-2015-kurs-video-poziom-drugi-modelowanie-zaawansowane-ustawienia-renderingu-materialy-i-konrad-ozog,3dsm2v.htm#format/w"
35.60,1,"Cinema 4D R16. Kurs video. Poziom pierwszy. Modelowanie w 3D, animacja i renderowanie",Marcin Strzempkowski,https://static01.helion.com.pl/global/okladki/145x218/cin4dp.png,"https://helion.pl/ksiazki/cinema-4d-r16-kurs-video-poziom-pierwszy-modelowanie-w-3d-animacja-i-renderowanie-marcin-strzempkowski,cin4dp.htm#format/w"
27.60,1,Adobe Photoshop CS6. Kurs video. Kreatywne efekty w fotografii ślubnej,Franciszek Gołębiowski,https://static01.helion.com.pl/global/okladki/145x218/phfots.png,"https://helion.pl/ksiazki/adobe-photoshop-cs6-kurs-video-kreatywne-efekty-w-fotografii-slubnej-franciszek-golebiowski,phfots.htm#format/w"
23.60,1,Adobe Photoshop Lightroom 5. Kurs video. Poziom pierwszy. Sekrety cyfrowej edycji i obróbki zdjęć,Rafał Różalski,https://static01.helion.com.pl/global/okladki/145x218/vpcsl5.png,"https://helion.pl/ksiazki/adobe-photoshop-lightroom-5-kurs-video-poziom-pierwszy-sekrety-cyfrowej-edycji-i-obrobki-zdjec-rafal-rozalski,vpcsl5.htm#format/w"
